"disasterNumber","totalNumberIaApproved","totalAmountIhpApproved","totalAmountHaApproved","totalAmountOnaApproved","totalObligatedAmountPa","totalObligatedAmountCatAb","totalObligatedAmountCatC2g","paLoadDate","iaLoadDate","totalObligatedAmountHmgp","hash","lastRefresh","id"
1953,NA,NA,NA,NA,1600455.83,158889.17,1438208.97,"2023-11-06T00:00:00.000Z",NA,193119,"81394b645af98179a16cfbef1d6449e5ad963490","2023-11-06T04:42:49.773Z","0a3f7610-aa68-4ef0-a030-7df91e967d8c"
1954,NA,NA,NA,NA,52013289.04,47586106.36,3047901.96,"2023-11-06T00:00:00.000Z",NA,7365952.14,"913b451f2e6e714847fe1f84973c80db4b6c5641","2023-11-06T04:42:49.773Z","406e6320-7edc-42d1-ae90-1c1aefb774ba"
1955,NA,NA,NA,NA,8701342.5,719864.78,7732105.6,"2023-11-06T00:00:00.000Z",NA,1065773,"db60bebe2f425761bb3488c984180af16989c13b","2023-11-06T04:42:49.773Z","d1e601f1-650b-4367-b8b4-48ab8231573b"
1956,NA,NA,NA,NA,3990138.12,211695.1,3634367.37,"2023-11-06T00:00:00.000Z",NA,728851,"72bd3783913cf1eff82ce553a20ae16282d8cdfa","2023-11-06T04:42:49.773Z","948f16f6-4ce5-4892-87db-d9ee93a5fc87"
1957,NA,NA,NA,NA,44492035.36,34434355.49,9612764.64,"2023-11-06T00:00:00.000Z",NA,5329015.09,"6e68402b8e624093ef3a6b12538bd621b9a597b8","2023-11-06T04:42:49.773Z","1315ed48-283e-47f1-b693-26aa09e312c3"
1958,NA,NA,NA,NA,13744126.49,13511916.01,132523.84,"2023-11-06T00:00:00.000Z",NA,2168421,"d2e53bfcdd5f4ff697b45048793c16f0b2a17666","2023-11-06T04:42:49.773Z","8c0ee41b-a4a7-451c-807c-e5a58af4cf43"
1959,NA,NA,NA,NA,25846401.41,25828959.22,NA,"2023-11-06T00:00:00.000Z",NA,1524502.24,"986d1c786f0e92a26a3e07a67a36171e02f01dd2","2023-11-06T04:42:49.773Z","9e1812e8-502a-4b8e-a634-a489722fc335"
1960,NA,NA,NA,NA,48259660.62,46468123.86,1242496.24,"2023-11-06T00:00:00.000Z",NA,4512689.89,"d760b783c12bcc5d694746a53982bb4082cd60fb","2023-11-06T04:42:49.773Z","2bd1a081-ff77-4be9-bea2-40001511d5c2"
1961,NA,NA,NA,NA,9807841.2,7036419.52,2451128.68,"2023-11-06T00:00:00.000Z",NA,1769996,"4e686e7c2db374261d93f50692ae5ec0d082c870","2023-11-06T04:42:49.773Z","e9de7c71-fec0-4395-ae54-beaedf9b32fc"
1962,NA,NA,NA,NA,1801838.12,973829.45,773695.45,"2023-11-06T00:00:00.000Z",NA,15000,"df63cf7e311a1a234e8a23afeb99ee038e2dc663","2023-11-06T04:42:49.773Z","4591afab-7031-465f-a976-ede294a6a71b"
1963,NA,NA,NA,NA,7610816.89,1113835.77,6223170.56,"2023-11-06T00:00:00.000Z",NA,1296030.03,"b68fbed5bdf7ce5a7c1dc73fec6711672a6e1583","2023-11-06T04:42:49.773Z","89e3c434-82f3-42fd-b2c4-e2c1bf47c67c"
1964,NA,NA,NA,NA,5611823.23,811190.6,4611151.64,"2023-11-06T00:00:00.000Z",NA,1211616,"686a194e39d742367c527efb4a3a311eb858d344","2023-11-06T04:42:49.773Z","3d1d0c44-300e-45de-8062-a191f18aa850"
1965,NA,NA,NA,NA,5614462.32,657367.69,4887355.71,"2023-11-06T00:00:00.000Z",NA,1210847,"b441f0efa318b52c237a8e7fabfadb94217f77c6","2023-11-06T04:42:49.773Z","6d939f4c-6db6-4a84-b79d-f4642b239e13"
1966,NA,NA,NA,NA,8143719.94,8082616.57,47965.6,"2023-11-06T00:00:00.000Z",NA,1681284,"754f4e76116d22fd5110d7a6338b4f42e3c3a092","2023-11-06T04:42:49.773Z","4ed89614-dc58-4490-b4d9-18bda50d7584"
1967,NA,NA,NA,NA,7050406.37,752823.79,6218843.73,"2023-11-06T00:00:00.000Z",NA,851500,"7967ad3d8bf9ec63ed88c1e999642c870559d8a9","2023-11-06T04:42:49.773Z","d804f367-3270-4b9b-ae21-3763ac70dcdf"
1968,NA,NA,NA,NA,37703713.52,9391241.13,27270667.39,"2023-11-06T00:00:00.000Z",NA,4257267.97,"77180d8aa5de6347e45b28e1a4921d6169d05f01","2023-11-06T04:42:49.773Z","5f8cd2e2-400a-49a4-8b35-09eb43f6a0e3"
1893,1115,4373420.87,4052960.37,320460.5,5802632.98,685746.08,5090363.81,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",1057567,"26cd4a147e3c6b18a6dfebe0207ffcdcf7672078","2023-11-06T07:03:37.858Z","c3919cee-0900-4f1e-9d27-af4cd396feb7"
1894,14743,37132716.72,33983726.63,3148990.09,25963715.03,6402863.88,19313520.76,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",2197433,"3d622023d1be6b0c4decf9a3c887ebb544f48f4e","2023-11-06T07:03:37.858Z","76b7627d-3577-4c03-b582-88a9bd699408"
1895,27602,58954565.86,56928024.52,2026541.34,25084370.59,12005581.82,12858213.19,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",10934664.95,"adf830ce4c3fe1f11a7896f428eadc4085a4c38d","2023-11-06T07:03:37.858Z","895d46a2-82c0-41fd-9a8f-5fef183965a3"
1897,6709,16839844.02,15323835.76,1516008.26,31525292.67,17244437.8,13437260.92,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",8070040.93,"d5138a6c75c217bf81d89719509b722c6e9e7b63","2023-11-06T07:03:37.858Z","cf19f1f5-2e8d-4f07-a60f-abee99390dcd"
1904,2364,5283702.22,4941144.26,342557.96,9398848.44,3791545.17,5289868.47,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",683397,"4858065e5e9fe79acbd7fd34a1a3007a88b5603e","2023-11-06T07:03:37.858Z","d9b4a1ee-603f-4e13-9735-3eb1c3104a71"
1906,576,4273071.42,3672435.69,600635.73,5648118.08,1734213.42,3693711.26,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",1874578,"236a8c07a0f6e2697d83962b14ea08b703e48bba","2023-11-06T07:03:37.858Z","f955427b-e74e-4bba-96c2-78280495df35"
1908,301,1549737.37,1271585.7,278151.67,7358685.38,5139044.56,2016055.82,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",931412,"7265f4bc2d735cae079f1b55ca41102bc5bd8951","2023-11-06T07:03:37.858Z","beeca421-ef65-46fc-a776-0f0ac41e67e6"
1909,30169,169303511.72,146829691.09,22473820.63,230459925.25,61275639.78,162971213.47,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",64806420.55,"e57941b2d5d7f594452d672aafd915ec44adb776","2023-11-06T07:03:37.858Z","557f70aa-d8e0-4489-977a-f7776e1e1ee8"
1977,NA,NA,NA,NA,2702114.08,693840.84,1880111.6,"2023-11-06T00:00:00.000Z",NA,669375,"cfa5c9b2982ab21622e93b118c2a2e53b44b5970","2023-11-06T04:42:49.773Z","e6b57d2f-75d3-4fef-bedf-6989c802dd1d"
1978,NA,NA,NA,NA,7041838.42,2135392.16,4865260.83,"2023-11-06T00:00:00.000Z",NA,1186863,"0a3e3889dcb73b07bea736b3522e0e3ea0f52852","2023-11-06T04:42:49.773Z","2426d0bd-b093-42f8-84c2-dbfa4d32d438"
1912,4258,20784629.22,17774255.03,3010374.19,22537694.93,2124005.07,19878091.74,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",7554240.74,"58f65e0f99ec889cff23122c04544c0caf06f424","2023-11-06T07:03:37.858Z","14064a30-7a19-41cb-bacf-6c6cca094f1d"
1916,228,1320029.19,843762.76,476266.43,7246904.42,963871.16,5983741.49,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",1308289.37,"375090f6a8124b31b354011438266dd634b76246","2023-11-06T07:03:37.858Z","21a830ac-d388-48a2-834b-19958ae92fc8"
1917,443,2733258.17,2425506.08,307752.09,6414974.86,2463004.33,3831516.83,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",2081508.77,"1c2de4ef9766351e6c35f69d5f17c8e109fa511e","2023-11-06T07:03:37.858Z","a891d443-8724-42ad-8168-b17858ebbe54"
1982,NA,NA,NA,NA,20249390.34,8967827.81,10654952.85,"2023-11-06T00:00:00.000Z",NA,574042,"b6149947178a79a1b77f5797d62bfab84a9e3f2a","2023-11-06T04:42:49.773Z","4a21a7f1-2dc3-44b4-981c-feef7141868f"
1918,1511,5733945.27,5357251.61,376693.66,5659644.93,1263814.86,4384380.61,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",963402,"9434c70218508b1108ecc0da12127aa74ea80f9a","2023-11-06T07:03:37.858Z","e035dc33-b730-4f83-bcae-3eb694483942"
1925,1624,10602928.54,9705873.5,897055.04,5930565.92,1577960.8,4144901.42,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",2821027.04,"98eda048f15fedb865cf0b1eaaaedd1b1872584d","2023-11-06T07:03:37.858Z","01d7b0b9-28a2-4a89-a9ab-36187e5bba8c"
1985,NA,NA,NA,NA,3490382.1,2796925.42,581688.68,"2023-11-06T00:00:00.000Z",NA,405892.16,"3af1e6484bbc373f442955b0b241e1ce4d53e2dd","2023-11-06T04:42:49.773Z","393bce61-4c73-482a-923d-f1a7a079faa0"
1986,NA,NA,NA,NA,5934923.13,94913.51,5815317.82,"2023-11-06T00:00:00.000Z",NA,487940,"247de53fc967cd0800b1d5a82c42cf2f7b374694","2023-11-06T04:42:49.773Z","ce87cc27-a619-4064-bcb8-2e09ecdf33d0"
1987,NA,NA,NA,NA,2926897.38,295274.53,2498291.94,"2023-11-06T00:00:00.000Z",NA,409119,"15a351c60aabfe31f6a498bb515d0b5f34d759c2","2023-11-06T04:42:49.773Z","c9ac5199-bd6e-42c8-a2e8-2d2b8c4769af"
1988,NA,NA,NA,NA,3925597.14,127571.07,3672650.08,"2023-11-06T00:00:00.000Z",NA,476492.68,"33df217405363d5786efb073b136692b84e36945","2023-11-06T04:42:49.773Z","3c3e5151-ffac-4ea3-9fc7-814a7a21ad3a"
1930,8652,26438629.85,23938991.35,2499638.5,52178015.97,10928262.85,38962295.96,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",15487774,"ab88670a986b20d6ba6b7716129fe9879fe52dd4","2023-11-06T07:03:37.858Z","0da23e23-8285-49b9-aa1c-8c190f03d9f9"
1990,NA,NA,NA,NA,3548610.44,2458366.46,948474.24,"2023-11-06T00:00:00.000Z",NA,147565,"882af505c905205113c9be779a486bfe032eff2d","2023-11-06T04:42:49.773Z","6f147443-524b-43ab-baf3-8708d6106d23"
1931,2617,10259307.7,8273536.99,1985770.71,19746564.26,11650760.51,7391922.75,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",2695875,"319b76345286c2985c630b906b7383213ccf800b","2023-11-06T07:03:37.858Z","0b7f3dc4-2852-4583-8479-1e85a6632765"
1992,NA,NA,NA,NA,1756346.8,900587.41,658196.23,"2023-11-06T00:00:00.000Z",NA,306106.24,"38d9c08cdd3fa28924889fdfce114616e6d3860b","2023-11-06T04:42:49.773Z","8841010f-3d07-4bcb-9bd2-e65d75fcc937"
1993,NA,NA,NA,NA,35684182.87,2257934.92,32495422.95,"2023-11-06T00:00:00.000Z",NA,4693006,"eed7043ba48e32a1fbfe45070c80881ab37f3d9e","2023-11-06T04:42:49.773Z","8b024485-85ec-4278-914e-572e4c9c2372"
1933,23454,61762768.74,48776373.72,12986395.02,11708670.41,2433475.86,8960635.38,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",11179104,"c5fa2d65aab2b75bf906d6b32f00890ef6b54780","2023-11-06T07:03:37.858Z","880c4b0c-29d7-4d99-8f4b-bd2a9573dff6"
1935,108986,374827388.04,318249256.27,56578131.77,5010717.42,734014.91,4215071.38,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",47435769.64,"3b8aec885734d364c8bc8164760302f0e6e6bb5f","2023-11-06T07:03:37.858Z","4e1420d5-9c64-484f-89d7-16aa006717c5"
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"743bd37c7aa65ad27b442ac976c52ff3c50592fc","2023-03-18T13:22:12.883Z","dd572841-142f-404a-aa5f-cdc06e8d0617"
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dabb8c0547787f134301383835b8d20f60803c14","2023-03-18T13:22:12.883Z","6d2eb3f6-ad2f-4ee9-a6f2-93e2d6f3f25e"
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"192203993395bff3a623669a22b975a4615e2e21","2023-03-18T13:22:12.883Z","d2854cc1-68c1-4cf6-abbe-798253c701fb"
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"919314ce0e7fdd97e9431fca09de83b53153d3c8","2023-03-18T13:22:12.883Z","3010bd16-8532-4e07-9d61-3ba76fb97a2e"
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"464b07fe1a97d72c2647a4706d4da3ead25466c2","2023-03-18T13:22:12.883Z","e1da503d-5b28-4c19-8f26-99f92570031a"
2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1adeb2ba9472315753093b5fe8623c77a0899143","2023-03-18T13:22:12.883Z","98e6f08c-f120-4551-92db-fd7a40d9e34f"
2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cdff557c3a1134eb36118bfffad0bd765de319f6","2023-03-18T13:22:12.883Z","abd4f259-7941-402f-a943-2fcfd0b9acf4"
2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2702a553dc89a9c632b67b9e0e10a215d9dd2fb8","2023-03-18T13:22:12.883Z","0685784e-a120-4bcf-b833-21e22b583857"
2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e7e77c23e17c51a926b013d961a1cd4cd08cf71f","2023-03-18T13:22:12.883Z","8bd57fa1-c5f9-4899-9650-00390d70504e"
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28c1d50903580fe3aa30a9507a31cc1922164cea","2023-03-18T13:22:12.883Z","c1518a26-94f8-43a0-ae23-3d3daf8eaefa"
2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"988d0e09773123fc5a7d5636af39f30d029adea8","2023-03-18T13:22:12.883Z","2aa005ba-5084-410b-b48a-f3353d249eb5"
2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6d767b939c5fcf0511e4206f2878dd4621d7c76c","2023-03-18T13:22:12.883Z","141873b3-0335-4e47-92df-8b430b99d5ea"
2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4945ee4176d96754ce5778b0c0fb09cf7b6d4066","2023-03-18T13:22:12.883Z","4abb8d2b-5247-405c-a997-d59b0f9f4d6e"
2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bed7631ac282a7d2ec5fda7c8af8f7894b441296","2023-03-18T13:22:12.883Z","5a3376fb-9d89-4e76-82f8-ae8bc5186efd"
2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ef0e95d978d4f4f7a7142dea6ae25e13d9caa9a3","2023-03-18T13:22:12.883Z","92b1f954-3a10-49b9-b2f0-c70ce2398b6a"
2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6487e40e672962263bb1b9af33cb3e7530f39093","2023-03-18T13:22:12.883Z","ab38a757-3896-4df7-85e7-360aa5cb073e"
2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62deba5da51782011cf706cc9db07e0da482385c","2023-03-18T13:22:12.883Z","649cb265-75c8-4407-9f77-3108b3167c67"
2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4517020921a5a4d56dd47a645f8daba5785704f1","2023-03-18T13:22:12.883Z","086189fc-686a-4cae-a2f9-46a3790caf3d"
2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9b40d53dc449481fe56534c5a7b8e111fa528884","2023-03-18T13:22:12.883Z","193f7a44-0e77-4c0c-8550-1e6a545f6aa8"
2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48e909257275f8d7060f315f27bc1f39f294911c","2023-03-18T13:22:12.883Z","61d700b6-4895-4ce0-a17a-3be24cfa9d60"
2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eb28cc18151eced2f16964acc2bb3b25f7af7fcb","2023-03-18T13:22:12.883Z","5722520a-1c4d-4d11-a44d-20b7b040719c"
2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a1ffb08fdf3596a53b31dc087d999dbcb5dfb3c8","2023-03-18T13:22:12.883Z","3e298b49-4799-4735-a728-724a555d832d"
2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4127b1300b1f04a594766bc1b0c8302f420c18a6","2023-03-18T13:22:12.883Z","9b897129-5600-412b-88c0-7a7cb8e37c7a"
2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07229fb78923fde95fe2be64f1edb634e540bd67","2023-03-18T13:22:12.883Z","55e37606-ffcf-42eb-b552-941c797c7438"
2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f308308bca22ec99f93826a10073ebf792308fd8","2023-03-18T13:22:12.883Z","217af54f-5b12-4cc6-af26-43fe4c066a20"
2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eb94300a41ec9bdf7bd20c9523fb50e10d2d0729","2023-03-18T13:22:12.883Z","3dc1284c-9ede-4c1a-ab06-169d644caea0"
2027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35a02cd71b21580b9c98f78256619b29a8f49766","2023-03-18T13:22:12.883Z","2b684c62-508b-4dd8-9171-f4ee9d64cfdb"
2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2b62357acfd2e04882a4d225a9ebd41f42b5cdac","2023-03-18T13:22:12.883Z","97468b67-f8d6-4208-832e-391123437d53"
2029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ca121609ee139894c3173ab6506f58311d58b7cb","2023-03-18T13:22:12.883Z","ac31e054-ad56-49c2-873b-fcd825a8fe2d"
2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e0059083645d648b976ea5f0940929a76b806b67","2023-03-18T13:22:12.883Z","421fba0b-4df2-4c3b-8dff-4414cc00cc25"
2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229fff0a8eda15de5b2718114aed827a5675c440","2023-03-18T13:22:12.883Z","62a3bc8e-73d1-433b-b75c-715908ca81ef"
2032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d55f0cf479f331b751da0007cc93adcb1e83bec8","2023-03-18T13:22:12.883Z","36a04f17-caa4-4f48-b3c1-ddcea98ef6b9"
2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6dc46dcdba9a2ca81d509a1f82dcc0558265c85","2023-03-18T13:22:12.883Z","a42d6ef0-8bae-47c2-b933-7d34a9ebf6e1"
2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9ae5ca5a3dda268bed28c3f4008abd86dad9f4a3","2023-03-18T13:22:12.883Z","500ed286-9455-498a-bd62-5a354d5dcf03"
2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0bf05ca6dc7a9f2de29e7bf1555f985b98f709f5","2023-03-18T13:22:12.883Z","48416728-26c6-4b57-bdb0-b4345e9ec630"
2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"089e85e80b9efb5c8d48e4decd292e73e7259565","2023-03-18T13:22:12.883Z","864940c1-ea1a-47fa-99dc-7ef038ac8412"
2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3d5eb37a44ebf0591d04fac6a067137ae7debf6c","2023-03-18T13:22:12.883Z","4b0c797c-d485-451c-b864-7b4c06edea28"
2038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a26dba3ede407d90efd7bdee1da5b56cf8619701","2023-03-18T13:22:12.883Z","ce52f5ea-0be0-4c0f-b67a-7c748f561ba4"
2039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab88398c680c7f9e0d4183963108ac3909d030b3","2023-03-18T13:22:12.883Z","0cce9d96-07e2-43b1-b23e-e51f72df0b5f"
2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d45b5c89f54175894bcb7690d7d2fac8e138d7c7","2023-03-18T13:22:12.883Z","b4b07ec2-f4d4-4ad1-a336-72dfdc80d9c3"
2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4ff422f6c8b9661611173eeae35cf59e25c1bbd6","2023-03-18T13:22:12.883Z","289f9b73-4930-46dc-9ce6-74425963c4cb"
1942,1778,5391278.01,4319299.54,1071978.47,NA,NA,NA,NA,"2023-11-06T00:00:00.000Z",230611,"6aead813c586b676abe7ec372da88d8d9617e594","2023-11-06T07:03:37.858Z","193c393b-9429-4bb3-91d4-cd2a27f494ed"
2043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31a16ae739bc08374b404a45e0fbff833f62973d","2023-03-18T13:22:12.883Z","7b269797-64fc-45e9-a147-9a218f269482"
1997,NA,NA,NA,NA,13570671.84,3268242.01,9830601.68,"2023-11-06T00:00:00.000Z",NA,1807320,"4e46e61fee4c4c643ac96ef1545aa39458700db4","2023-11-06T04:42:49.773Z","ea4b2d09-945b-437a-8105-88021c1d1da2"
2045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b8d817dea367333b272f3a3b2dac1d2586f2b194","2023-03-18T13:22:12.883Z","f75831ca-748d-4b74-bc76-d5918b9b46bb"
2046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1c03db7699289f1a01c865616d57570087a178f2","2023-03-18T13:22:12.883Z","614c2faa-b3a0-4812-b745-6be345af09bb"
2047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cb044f99b87b50e9c3d34ea0bbfaeac3895f1a7d","2023-03-18T13:22:12.883Z","b178888a-aea4-4f48-9801-9bb6f8cc556a"
2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee104ee580d5cb7310bb01d7403ed21a5c4a49f5","2023-03-18T13:22:12.883Z","c108d5e0-ddcf-4d08-b093-9bf1054cb80e"
2049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94f574d726c5c16d4dc34fc04cf74cbeca47377c","2023-03-18T13:22:12.883Z","bf9c28bc-33ee-4d7e-ac86-b4677a42f880"
2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bdcab90f244b91eacfecdccc30d5d083ce29e589","2023-03-18T13:22:12.883Z","6cf8f0a3-9dc3-498f-9965-83fce4f77c68"
2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ce57672afda674b48164fdace92e84e625310d5f","2023-03-18T13:22:12.883Z","b1c6ecdc-2aab-4bac-955a-135318aa350f"
2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70225301d45bdcb7c88d2b39fedfd77fe27e6950","2023-03-18T13:22:12.883Z","2bee00fd-1bef-495b-a53f-c875f5321cfa"
2053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d3523b553a4249190125ada7b7323235db43b8f3","2023-03-18T13:22:12.883Z","d70668c4-a2a9-48d5-be12-1a2c962699a6"
2054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e7ccfe7bbc41c7c1c063642b29e7b25a1c856903","2023-03-18T13:22:12.883Z","03ee2769-179e-4db6-bff4-1c794e7ff7aa"
2055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3c936f7079c4be765f4496af9f3dc4f1a75cb2fc","2023-03-18T13:22:12.883Z","23b3031b-ea00-43c5-9848-511aaca13d4a"
2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0d970b7ccadf92a9c0bb1c4ee069f96caf0fc00a","2023-03-18T13:22:12.883Z","43378ff9-aff1-4b8e-b7a4-f667a733be0f"
2057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20d17b6e044025ed68c80a74cd72bf88b9e78855","2023-03-18T13:22:12.883Z","a639c924-e9f4-4588-aaee-171cab7bb2fd"
2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134fb5ab1ef84187f391a2eee7b3b4acd7b3bc36","2023-03-18T13:22:12.883Z","f105419b-8a52-4543-9d81-34977e6c7215"
2059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99f019bd8e80858e81fd9fdb0a8ee32d02144a29","2023-03-18T13:22:12.883Z","247dca0d-83cf-43c3-b412-92623e159a1d"
2060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52c60252eadf2789a9a7e07f2a7784b3d24ce176","2023-03-18T13:22:12.883Z","182a834f-5af3-43c8-b947-b406bc98ad88"
2061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0eba17bf11ccaa3d0b11a11844e3e24db803a792","2023-03-18T13:22:12.883Z","f3ae0edf-2b74-4185-b682-0a73625e0b02"
2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fcc91a0f1f059ad6bfdf11b6e57c2dff11f9aeb1","2023-03-18T13:22:12.883Z","a41724a3-9552-4acb-b7c8-4c75d3aa91da"
2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e163b93fa1470cbb19c43b5490c75087e699a37c","2023-03-18T13:22:12.883Z","3e2dcf01-5fa8-450b-9531-48e5fd4bf8f6"
2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b2e72132a0ac08bb325cab7cf531a7d47b1188a1","2023-03-18T13:22:12.883Z","48a0dc09-2a58-4c2c-9ac7-a09e5e1dc6f0"
2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6c098e5e222f36ec906412c2e09a7f517993cda3","2023-03-18T13:22:12.883Z","b9c56406-1795-4697-a22e-389075d6987a"
2066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d9752db04eae60d269519f3a681987b93ba9201b","2023-03-18T13:22:12.883Z","374f8b19-98ee-47b2-bb62-568082e04b74"
2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab71b4b26a70562a1789f4482446749a81b0ad19","2023-03-18T13:22:12.883Z","5c7256dd-fc1c-4d54-8c35-322af9dea22e"
2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8193207a5efa827281b6d8b48842c5002e6de75","2023-03-18T13:22:12.883Z","21e0ff07-b45c-4217-bb2e-5421d537d32e"
2069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6ce1a728d506591cb9b2ff75c890b56e5c5755e0","2023-03-18T13:22:12.883Z","43dc344f-e5f3-4863-9553-8fcc1db934db"
2070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28d31938bae85570f13d863f095e04c8c99c53b3","2023-03-18T13:22:12.883Z","8a0bca06-6633-4976-bbce-c43270f72a07"
1969,2037,8587054.39,6226279.65,2360774.74,19065881,15325917.46,3199104.26,"2023-11-06T00:00:00.000Z","2023-11-06T00:00:00.000Z",4033352.91,"16570db5d9c4ecf91d56828c9bba4df42dd64b22","2023-11-06T07:03:37.858Z","dbbc1f53-20c2-4739-8c48-8dc1a577645b"
2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16a467fd984f0769fd47914e05f9deaa52074299","2023-03-18T13:22:12.883Z","243090c5-bc3c-4cb5-b48c-120ca8a10acc"
4703,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"b0bbf41e2b43de27aeb247857eb12ebfb1933a46","2023-04-11T23:03:00.808Z","55f0ab02-3492-4703-b850-4ff1ac91c1a5"
